alpha,time,time_std,abs_error_th000,abs_error_th001,abs_error_th002,abs_error_th003,abs_error_th004,abs_error_th005,abs_error_th006,abs_error_th007,abs_error_th008,abs_error_th009,abs_error_th010,abs_error_th011,abs_error_th012,abs_error_th013,abs_error_th014,abs_error_th015,abs_error_th016,abs_error_th017,abs_error_th018,abs_error_th019,abs_error_th020,abs_error_th021,abs_error_th022,abs_error_th023,abs_error_th024,abs_error_th025,abs_error_th026,abs_error_th027,abs_error_th028,abs_error_th029,abs_error_th030,abs_error_th031,abs_error_th032,abs_error_th033,abs_error_th034,abs_error_th035,abs_error_th036,abs_error_th037,abs_error_th038,abs_error_th039,abs_error_th040,abs_error_th041,abs_error_th042,abs_error_th043,abs_error_th044,abs_error_th045,abs_error_th046,abs_error_th047,abs_error_th048,abs_error_th049,abs_error_th050,abs_error_th051,abs_error_th052,abs_error_th053,abs_error_th054,abs_error_th055,abs_error_th056,abs_error_th057,abs_error_th058,abs_error_th059,abs_error_th060,abs_error_th061,abs_error_th062,abs_error_th063,abs_error_th064,abs_error_th065,abs_error_th066,abs_error_th067,abs_error_th068,abs_error_th069,abs_error_th070,abs_error_th071,abs_error_th072,abs_error_th073,abs_error_th074,abs_error_th075,abs_error_th076,abs_error_th077,abs_error_th078,abs_error_th079,abs_error_th080,abs_error_th081,abs_error_th082,abs_error_th083,abs_error_th084,abs_error_th085,abs_error_th086,abs_error_th087,abs_error_th088,abs_error_th089,abs_error_th090,abs_error_th091,abs_error_th092,abs_error_th093,abs_error_th094,abs_error_th095,abs_error_th096,abs_error_th097,abs_error_th098,abs_error_th099,abs_error_th100,abs_error_th000_std,abs_error_th001_std,abs_error_th002_std,abs_error_th003_std,abs_error_th004_std,abs_error_th005_std,abs_error_th006_std,abs_error_th007_std,abs_error_th008_std,abs_error_th009_std,abs_error_th010_std,abs_error_th011_std,abs_error_th012_std,abs_error_th013_std,abs_error_th014_std,abs_error_th015_std,abs_error_th016_std,abs_error_th017_std,abs_error_th018_std,abs_error_th019_std,abs_error_th020_std,abs_error_th021_std,abs_error_th022_std,abs_error_th023_std,abs_error_th024_std,abs_error_th025_std,abs_error_th026_std,abs_error_th027_std,abs_error_th028_std,abs_error_th029_std,abs_error_th030_std,abs_error_th031_std,abs_error_th032_std,abs_error_th033_std,abs_error_th034_std,abs_error_th035_std,abs_error_th036_std,abs_error_th037_std,abs_error_th038_std,abs_error_th039_std,abs_error_th040_std,abs_error_th041_std,abs_error_th042_std,abs_error_th043_std,abs_error_th044_std,abs_error_th045_std,abs_error_th046_std,abs_error_th047_std,abs_error_th048_std,abs_error_th049_std,abs_error_th050_std,abs_error_th051_std,abs_error_th052_std,abs_error_th053_std,abs_error_th054_std,abs_error_th055_std,abs_error_th056_std,abs_error_th057_std,abs_error_th058_std,abs_error_th059_std,abs_error_th060_std,abs_error_th061_std,abs_error_th062_std,abs_error_th063_std,abs_error_th064_std,abs_error_th065_std,abs_error_th066_std,abs_error_th067_std,abs_error_th068_std,abs_error_th069_std,abs_error_th070_std,abs_error_th071_std,abs_error_th072_std,abs_error_th073_std,abs_error_th074_std,abs_error_th075_std,abs_error_th076_std,abs_error_th077_std,abs_error_th078_std,abs_error_th079_std,abs_error_th080_std,abs_error_th081_std,abs_error_th082_std,abs_error_th083_std,abs_error_th084_std,abs_error_th085_std,abs_error_th086_std,abs_error_th087_std,abs_error_th088_std,abs_error_th089_std,abs_error_th090_std,abs_error_th091_std,abs_error_th092_std,abs_error_th093_std,abs_error_th094_std,abs_error_th095_std,abs_error_th096_std,abs_error_th097_std,abs_error_th098_std,abs_error_th099_std,abs_error_th100_std,error_th000,error_th001,error_th002,error_th003,error_th004,error_th005,error_th006,error_th007,error_th008,error_th009,error_th010,error_th011,error_th012,error_th013,error_th014,error_th015,error_th016,error_th017,error_th018,error_th019,error_th020,error_th021,error_th022,error_th023,error_th024,error_th025,error_th026,error_th027,error_th028,error_th029,error_th030,error_th031,error_th032,error_th033,error_th034,error_th035,error_th036,error_th037,error_th038,error_th039,error_th040,error_th041,error_th042,error_th043,error_th044,error_th045,error_th046,error_th047,error_th048,error_th049,error_th050,error_th051,error_th052,error_th053,error_th054,error_th055,error_th056,error_th057,error_th058,error_th059,error_th060,error_th061,error_th062,error_th063,error_th064,error_th065,error_th066,error_th067,error_th068,error_th069,error_th070,error_th071,error_th072,error_th073,error_th074,error_th075,error_th076,error_th077,error_th078,error_th079,error_th080,error_th081,error_th082,error_th083,error_th084,error_th085,error_th086,error_th087,error_th088,error_th089,error_th090,error_th091,error_th092,error_th093,error_th094,error_th095,error_th096,error_th097,error_th098,error_th099,error_th100,error_th000_std,error_th001_std,error_th002_std,error_th003_std,error_th004_std,error_th005_std,error_th006_std,error_th007_std,error_th008_std,error_th009_std,error_th010_std,error_th011_std,error_th012_std,error_th013_std,error_th014_std,error_th015_std,error_th016_std,error_th017_std,error_th018_std,error_th019_std,error_th020_std,error_th021_std,error_th022_std,error_th023_std,error_th024_std,error_th025_std,error_th026_std,error_th027_std,error_th028_std,error_th029_std,error_th030_std,error_th031_std,error_th032_std,error_th033_std,error_th034_std,error_th035_std,error_th036_std,error_th037_std,error_th038_std,error_th039_std,error_th040_std,error_th041_std,error_th042_std,error_th043_std,error_th044_std,error_th045_std,error_th046_std,error_th047_std,error_th048_std,error_th049_std,error_th050_std,error_th051_std,error_th052_std,error_th053_std,error_th054_std,error_th055_std,error_th056_std,error_th057_std,error_th058_std,error_th059_std,error_th060_std,error_th061_std,error_th062_std,error_th063_std,error_th064_std,error_th065_std,error_th066_std,error_th067_std,error_th068_std,error_th069_std,error_th070_std,error_th071_std,error_th072_std,error_th073_std,error_th074_std,error_th075_std,error_th076_std,error_th077_std,error_th078_std,error_th079_std,error_th080_std,error_th081_std,error_th082_std,error_th083_std,error_th084_std,error_th085_std,error_th086_std,error_th087_std,error_th088_std,error_th089_std,error_th090_std,error_th091_std,error_th092_std,error_th093_std,error_th094_std,error_th095_std,error_th096_std,error_th097_std,error_th098_std,error_th099_std,error_th100_std
0.0,0.12,0.01,99.76,99.1,98.74,98.25,97.57,96.52,95.02,92.04,87.17,82.37,77.13,71.28,64.05,55.7,48.93,42.97,36.59,31.27,26.78,22.74,19.45,16.54,14.22,12.2,10.77,9.37,7.72,6.46,5.35,4.53,3.93,3.19,2.69,2.28,1.85,1.55,1.35,1.2,1.04,0.87,0.74,0.65,0.55,0.49,0.44,0.38,0.34,0.3,0.26,0.23,0.2,0.17,0.15,0.14,0.12,0.11,0.09,0.08,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.3,0.69,0.94,1.44,2.61,3.78,6.44,7.08,8.21,9.94,11.54,12.25,11.65,12.06,11.91,11.9,10.47,8.97,8.28,7.41,6.85,6.38,5.77,5.25,4.35,3.49,3.09,2.62,2.46,1.93,1.54,1.28,1.04,0.82,0.7,0.62,0.55,0.46,0.39,0.34,0.29,0.27,0.24,0.23,0.21,0.2,0.18,0.19,0.17,0.15,0.15,0.14,0.13,0.12,0.11,0.1,0.08,0.07,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.76,-99.1,-98.74,-98.25,-97.57,-96.52,-95.02,-92.04,-87.17,-82.37,-77.13,-71.28,-64.05,-55.7,-48.93,-42.97,-36.59,-31.27,-26.78,-22.74,-19.45,-16.54,-14.22,-12.2,-10.77,-9.37,-7.72,-6.46,-5.35,-4.53,-3.93,-3.19,-2.69,-2.28,-1.85,-1.55,-1.35,-1.2,-1.04,-0.87,-0.74,-0.65,-0.55,-0.49,-0.44,-0.38,-0.34,-0.3,-0.26,-0.23,-0.2,-0.17,-0.15,-0.14,-0.12,-0.11,-0.09,-0.08,-0.06,-0.06,-0.05,-0.04,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.3,0.69,0.94,1.44,2.61,3.78,6.44,7.08,8.21,9.94,11.54,12.25,11.65,12.06,11.91,11.9,10.47,8.97,8.28,7.41,6.85,6.38,5.77,5.25,4.35,3.49,3.09,2.62,2.46,1.93,1.54,1.28,1.04,0.82,0.7,0.62,0.55,0.46,0.39,0.34,0.29,0.27,0.24,0.23,0.21,0.2,0.18,0.19,0.17,0.15,0.15,0.14,0.13,0.12,0.11,0.1,0.08,0.07,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.12,0.01,89.73,89.01,88.59,88.05,87.4,86.08,84.58,81.58,78.22,73.85,68.94,63.71,56.5,49.54,41.62,36.25,31.49,26.24,21.76,17.74,14.75,11.79,9.69,7.95,6.4,4.92,3.71,2.83,2.09,1.55,1.27,1.34,1.53,1.71,2.02,2.38,2.65,2.89,3.14,3.32,3.48,3.65,3.79,3.97,4.14,4.3,4.41,4.55,4.68,4.79,4.88,5.01,5.09,5.18,5.28,5.39,5.48,5.59,5.69,5.79,5.88,5.95,6.06,6.19,6.28,6.36,6.45,6.54,6.66,6.76,6.83,6.94,7.09,7.18,7.3,7.4,7.49,7.56,7.63,7.69,7.77,7.86,7.94,7.99,8.04,8.1,8.14,8.18,8.23,8.29,8.36,8.43,8.48,8.56,8.64,8.74,8.86,9.0,9.13,9.32,9.72,0.25,0.36,0.3,0.6,0.84,1.52,2.2,3.75,4.84,5.18,5.87,6.91,7.23,7.84,8.27,8.28,8.09,7.96,7.17,7.0,6.26,5.29,4.88,4.22,3.91,3.36,2.92,2.53,2.06,1.45,1.09,0.77,0.72,0.8,0.81,0.71,0.66,0.62,0.53,0.48,0.47,0.45,0.4,0.37,0.36,0.35,0.38,0.34,0.34,0.36,0.35,0.37,0.39,0.4,0.39,0.4,0.4,0.41,0.42,0.41,0.4,0.39,0.39,0.38,0.38,0.36,0.39,0.39,0.41,0.38,0.33,0.34,0.39,0.39,0.43,0.41,0.41,0.39,0.4,0.4,0.41,0.44,0.41,0.4,0.38,0.36,0.34,0.33,0.32,0.32,0.31,0.33,0.33,0.34,0.35,0.34,0.32,0.32,0.29,0.25,0.18,-89.73,-89.01,-88.59,-88.05,-87.4,-86.08,-84.58,-81.58,-78.22,-73.85,-68.94,-63.71,-56.5,-49.54,-41.62,-36.25,-31.49,-26.24,-21.76,-17.74,-14.75,-11.79,-9.69,-7.95,-6.4,-4.92,-3.71,-2.72,-1.84,-0.88,0.05,0.68,1.19,1.65,2.02,2.38,2.65,2.89,3.14,3.32,3.48,3.65,3.79,3.97,4.14,4.3,4.41,4.55,4.68,4.79,4.88,5.01,5.09,5.18,5.28,5.39,5.48,5.59,5.69,5.79,5.88,5.95,6.06,6.19,6.28,6.36,6.45,6.54,6.66,6.76,6.83,6.94,7.09,7.18,7.3,7.4,7.49,7.56,7.63,7.69,7.77,7.86,7.94,7.99,8.04,8.1,8.14,8.18,8.23,8.29,8.36,8.43,8.48,8.56,8.64,8.74,8.86,9.0,9.13,9.32,9.72,0.25,0.36,0.3,0.6,0.84,1.52,2.2,3.75,4.84,5.18,5.87,6.91,7.23,7.84,8.27,8.28,8.09,7.96,7.17,7.0,6.26,5.29,4.88,4.22,3.91,3.36,2.92,2.65,2.29,1.93,1.67,1.39,1.2,0.91,0.81,0.71,0.66,0.62,0.53,0.48,0.47,0.45,0.4,0.37,0.36,0.35,0.38,0.34,0.34,0.36,0.35,0.37,0.39,0.4,0.39,0.4,0.4,0.41,0.42,0.41,0.4,0.39,0.39,0.38,0.38,0.36,0.39,0.39,0.41,0.38,0.33,0.34,0.39,0.39,0.43,0.41,0.41,0.39,0.4,0.4,0.41,0.44,0.41,0.4,0.38,0.36,0.34,0.33,0.32,0.32,0.31,0.33,0.33,0.34,0.35,0.34,0.32,0.32,0.29,0.25,0.18
20.0,0.11,0.01,79.68,78.83,78.32,77.84,77.13,76.07,74.43,72.09,69.27,64.73,60.1,54.73,48.62,42.3,36.89,30.81,26.46,21.54,17.53,13.92,11.08,8.41,6.03,4.62,2.97,1.97,1.56,1.76,2.35,2.92,3.51,4.14,4.7,5.25,5.68,6.17,6.51,6.78,7.1,7.37,7.6,7.86,8.09,8.34,8.58,8.83,9.07,9.27,9.5,9.7,9.92,10.15,10.3,10.44,10.66,10.82,11.02,11.2,11.38,11.55,11.75,11.98,12.15,12.29,12.44,12.57,12.75,12.95,13.13,13.35,13.55,13.78,13.93,14.1,14.31,14.5,14.7,14.88,15.0,15.18,15.34,15.56,15.69,15.81,15.92,16.04,16.17,16.25,16.36,16.46,16.6,16.74,16.9,17.06,17.27,17.49,17.7,17.9,18.16,18.58,19.34,0.33,0.38,0.44,0.6,0.83,1.22,2.02,2.92,3.96,4.7,4.63,6.14,7.33,7.64,7.32,7.29,6.95,5.92,5.52,4.86,4.42,4.15,3.24,2.77,2.4,1.95,1.48,1.25,1.25,1.38,1.41,1.4,1.3,1.16,1.03,0.91,0.88,0.81,0.78,0.83,0.83,0.88,0.88,0.91,0.89,0.86,0.86,0.81,0.85,0.84,0.82,0.79,0.82,0.8,0.78,0.75,0.76,0.77,0.77,0.76,0.82,0.76,0.74,0.71,0.73,0.69,0.73,0.7,0.68,0.66,0.58,0.57,0.57,0.57,0.55,0.54,0.52,0.52,0.55,0.6,0.62,0.59,0.59,0.57,0.57,0.53,0.48,0.45,0.47,0.47,0.44,0.44,0.42,0.42,0.39,0.39,0.38,0.37,0.3,0.33,0.37,-79.68,-78.83,-78.32,-77.84,-77.13,-76.07,-74.43,-72.09,-69.27,-64.73,-60.1,-54.73,-48.62,-42.3,-36.89,-30.81,-26.46,-21.54,-17.53,-13.92,-11.08,-8.41,-6.0,-4.52,-2.7,-1.39,-0.24,0.96,1.92,2.72,3.42,4.14,4.7,5.25,5.68,6.17,6.51,6.78,7.1,7.37,7.6,7.86,8.09,8.34,8.58,8.83,9.07,9.27,9.5,9.7,9.92,10.15,10.3,10.44,10.66,10.82,11.02,11.2,11.38,11.55,11.75,11.98,12.15,12.29,12.44,12.57,12.75,12.95,13.13,13.35,13.55,13.78,13.93,14.1,14.31,14.5,14.7,14.88,15.0,15.18,15.34,15.56,15.69,15.81,15.92,16.04,16.17,16.25,16.36,16.46,16.6,16.74,16.9,17.06,17.27,17.49,17.7,17.9,18.16,18.58,19.34,0.33,0.38,0.44,0.6,0.83,1.22,2.02,2.92,3.96,4.7,4.63,6.14,7.33,7.64,7.32,7.29,6.95,5.92,5.52,4.86,4.42,4.15,3.29,2.93,2.69,2.4,2.14,1.93,1.85,1.73,1.63,1.4,1.3,1.16,1.03,0.91,0.88,0.81,0.78,0.83,0.83,0.88,0.88,0.91,0.89,0.86,0.86,0.81,0.85,0.84,0.82,0.79,0.82,0.8,0.78,0.75,0.76,0.77,0.77,0.76,0.82,0.76,0.74,0.71,0.73,0.69,0.73,0.7,0.68,0.66,0.58,0.57,0.57,0.57,0.55,0.54,0.52,0.52,0.55,0.6,0.62,0.59,0.59,0.57,0.57,0.53,0.48,0.45,0.47,0.47,0.44,0.44,0.42,0.42,0.39,0.39,0.38,0.37,0.3,0.33,0.37
30.0,0.11,0.0,69.7,68.73,68.18,67.64,66.88,65.8,64.41,62.34,59.19,55.15,50.79,46.17,41.19,35.52,30.54,25.17,20.6,16.76,13.35,9.99,7.17,4.85,3.21,2.69,2.68,2.91,3.49,4.25,5.19,6.06,6.86,7.68,8.23,8.83,9.29,9.72,10.14,10.56,10.98,11.37,11.73,12.13,12.49,12.77,13.05,13.36,13.67,13.92,14.17,14.43,14.71,14.98,15.31,15.63,15.9,16.16,16.48,16.75,17.01,17.27,17.56,17.87,18.12,18.37,18.62,18.89,19.18,19.49,19.78,20.09,20.37,20.65,21.04,21.25,21.46,21.72,22.03,22.31,22.47,22.7,22.95,23.24,23.53,23.8,23.98,24.18,24.33,24.45,24.56,24.78,24.97,25.18,25.43,25.66,25.92,26.32,26.61,27.02,27.53,28.04,29.28,0.27,0.45,0.42,0.54,0.71,0.87,1.5,2.11,3.58,4.22,5.21,5.91,6.51,6.25,6.2,5.37,5.57,5.68,5.32,5.04,4.06,3.54,2.8,2.24,1.99,1.7,1.86,2.22,2.25,2.14,1.87,1.65,1.57,1.39,1.4,1.29,1.22,1.18,1.15,1.09,1.06,1.05,1.14,1.11,1.15,1.17,1.19,1.17,1.14,1.1,1.05,1.03,1.03,0.96,0.92,0.89,0.86,0.79,0.76,0.7,0.67,0.69,0.72,0.71,0.77,0.84,0.85,0.88,0.83,0.85,0.84,0.82,0.77,0.7,0.71,0.7,0.71,0.71,0.73,0.72,0.68,0.67,0.68,0.66,0.58,0.54,0.5,0.49,0.48,0.5,0.52,0.53,0.52,0.53,0.58,0.53,0.53,0.47,0.48,0.49,0.41,-69.7,-68.73,-68.18,-67.64,-66.88,-65.8,-64.41,-62.34,-59.19,-55.15,-50.79,-46.17,-41.19,-35.52,-30.54,-25.17,-20.6,-16.76,-13.35,-9.99,-7.1,-4.48,-2.27,-0.73,0.66,1.71,2.89,4.09,5.19,6.06,6.86,7.68,8.23,8.83,9.29,9.72,10.14,10.56,10.98,11.37,11.73,12.13,12.49,12.77,13.05,13.36,13.67,13.92,14.17,14.43,14.71,14.98,15.31,15.63,15.9,16.16,16.48,16.75,17.01,17.27,17.56,17.87,18.12,18.37,18.62,18.89,19.18,19.49,19.78,20.09,20.37,20.65,21.04,21.25,21.46,21.72,22.03,22.31,22.47,22.7,22.95,23.24,23.53,23.8,23.98,24.18,24.33,24.45,24.56,24.78,24.97,25.18,25.43,25.66,25.92,26.32,26.61,27.02,27.53,28.04,29.28,0.27,0.45,0.42,0.54,0.71,0.87,1.5,2.11,3.58,4.22,5.21,5.91,6.51,6.25,6.2,5.37,5.57,5.68,5.32,5.04,4.2,4.0,3.61,3.42,3.27,2.91,2.69,2.49,2.25,2.14,1.87,1.65,1.57,1.39,1.4,1.29,1.22,1.18,1.15,1.09,1.06,1.05,1.14,1.11,1.15,1.17,1.19,1.17,1.14,1.1,1.05,1.03,1.03,0.96,0.92,0.89,0.86,0.79,0.76,0.7,0.67,0.69,0.72,0.71,0.77,0.84,0.85,0.88,0.83,0.85,0.84,0.82,0.77,0.7,0.71,0.7,0.71,0.71,0.73,0.72,0.68,0.67,0.68,0.66,0.58,0.54,0.5,0.49,0.48,0.5,0.52,0.53,0.52,0.53,0.58,0.53,0.53,0.47,0.48,0.49,0.41
40.0,0.11,0.0,59.74,58.67,58.03,57.33,56.51,55.44,54.03,52.23,49.5,46.02,41.68,37.51,32.72,27.39,23.22,19.32,15.83,11.71,8.87,6.13,4.27,3.39,3.13,3.31,4.56,5.63,6.7,7.67,8.75,9.75,10.52,11.26,12.03,12.55,13.09,13.57,14.08,14.49,14.95,15.44,15.84,16.34,16.72,17.13,17.68,18.07,18.39,18.8,19.15,19.52,19.86,20.3,20.65,20.97,21.42,21.78,22.22,22.61,22.88,23.28,23.65,24.0,24.36,24.72,25.14,25.56,25.94,26.31,26.67,27.11,27.41,27.79,28.16,28.57,29.04,29.39,29.73,30.03,30.29,30.65,31.0,31.32,31.68,31.94,32.17,32.36,32.51,32.76,32.99,33.18,33.42,33.68,33.98,34.27,34.67,35.0,35.38,36.02,36.55,37.39,39.06,0.26,0.48,0.58,0.81,1.13,1.42,2.11,2.78,3.82,4.56,4.89,5.52,7.49,8.17,8.07,7.87,7.47,6.37,6.06,4.96,3.57,2.64,1.87,2.06,2.5,2.52,2.45,2.33,2.17,2.24,2.2,2.06,1.69,1.59,1.39,1.35,1.32,1.27,1.22,1.27,1.31,1.28,1.25,1.19,1.16,1.18,1.16,1.08,1.05,1.1,1.11,1.14,1.09,1.04,1.0,0.97,1.05,1.06,1.14,1.08,1.06,1.06,1.02,1.04,1.1,1.08,1.14,1.12,1.05,1.11,1.09,1.02,0.94,0.91,0.89,0.89,0.94,0.88,0.83,0.83,0.91,0.9,0.82,0.75,0.71,0.71,0.68,0.72,0.69,0.72,0.73,0.78,0.79,0.85,0.87,0.81,0.83,0.82,0.89,0.8,0.55,-59.74,-58.67,-58.03,-57.33,-56.51,-55.44,-54.03,-52.23,-49.5,-46.02,-41.68,-37.51,-32.72,-27.39,-23.22,-19.32,-15.83,-11.71,-8.62,-5.47,-2.82,-0.88,1.05,2.46,4.33,5.6,6.7,7.67,8.75,9.75,10.52,11.26,12.03,12.55,13.09,13.57,14.08,14.49,14.95,15.44,15.84,16.34,16.72,17.13,17.68,18.07,18.39,18.8,19.15,19.52,19.86,20.3,20.65,20.97,21.42,21.78,22.22,22.61,22.88,23.28,23.65,24.0,24.36,24.72,25.14,25.56,25.94,26.31,26.67,27.11,27.41,27.79,28.16,28.57,29.04,29.39,29.73,30.03,30.29,30.65,31.0,31.32,31.68,31.94,32.17,32.36,32.51,32.76,32.99,33.18,33.42,33.68,33.98,34.27,34.67,35.0,35.38,36.02,36.55,37.39,39.06,0.26,0.48,0.58,0.81,1.13,1.42,2.11,2.78,3.82,4.56,4.89,5.52,7.49,8.17,8.07,7.87,7.47,6.37,6.42,5.69,4.8,4.2,3.49,3.02,2.89,2.58,2.45,2.33,2.17,2.24,2.2,2.06,1.69,1.59,1.39,1.35,1.32,1.27,1.22,1.27,1.31,1.28,1.25,1.19,1.16,1.18,1.16,1.08,1.05,1.1,1.11,1.14,1.09,1.04,1.0,0.97,1.05,1.06,1.14,1.08,1.06,1.06,1.02,1.04,1.1,1.08,1.14,1.12,1.05,1.11,1.09,1.02,0.94,0.91,0.89,0.89,0.94,0.88,0.83,0.83,0.91,0.9,0.82,0.75,0.71,0.71,0.68,0.72,0.69,0.72,0.73,0.78,0.79,0.85,0.87,0.81,0.83,0.82,0.89,0.8,0.55
50.0,0.11,0.0,49.66,48.48,47.86,47.15,46.32,45.16,43.67,41.85,39.32,36.18,32.99,28.88,24.86,21.12,16.81,13.23,9.39,6.38,4.37,3.28,3.33,4.24,5.9,7.0,8.26,9.21,10.28,11.45,12.2,12.99,13.81,14.52,15.33,15.89,16.48,17.05,17.6,18.23,18.75,19.34,19.8,20.3,20.86,21.33,21.75,22.27,22.71,23.13,23.61,24.2,24.68,25.24,25.73,26.2,26.64,27.03,27.49,27.86,28.41,28.85,29.26,29.69,30.13,30.59,31.08,31.57,31.91,32.43,32.88,33.44,33.86,34.51,35.05,35.49,35.95,36.49,37.0,37.41,37.85,38.26,38.62,38.98,39.39,39.7,40.01,40.34,40.64,40.93,41.19,41.46,41.75,42.09,42.45,42.93,43.38,43.81,44.36,44.89,45.69,46.55,48.45,0.35,0.64,0.71,0.85,1.09,1.2,1.83,2.36,3.22,4.04,4.98,5.52,5.3,5.36,5.7,5.67,5.31,4.32,4.06,3.33,3.17,2.88,2.61,2.45,2.34,2.68,2.84,2.83,2.64,2.63,2.39,2.5,2.32,2.29,2.21,2.15,2.18,2.07,1.95,1.85,1.92,1.97,2.03,1.97,1.93,1.9,1.87,1.83,1.87,1.85,1.87,1.78,1.76,1.74,1.67,1.59,1.6,1.66,1.6,1.56,1.46,1.44,1.46,1.42,1.35,1.36,1.33,1.34,1.28,1.21,1.14,1.05,1.01,0.98,1.0,1.0,1.02,1.04,1.05,1.08,1.13,1.04,1.03,1.02,0.93,0.87,0.84,0.74,0.69,0.72,0.77,0.85,0.9,0.89,0.88,0.97,0.91,0.85,0.92,0.8,1.02,-49.66,-48.48,-47.86,-47.15,-46.32,-45.16,-43.67,-41.85,-39.32,-36.18,-32.99,-28.88,-24.86,-21.12,-16.81,-13.15,-9.12,-5.89,-3.37,-0.93,1.14,3.06,5.18,6.52,7.91,9.1,10.26,11.45,12.2,12.99,13.81,14.52,15.33,15.89,16.48,17.05,17.6,18.23,18.75,19.34,19.8,20.3,20.86,21.33,21.75,22.27,22.71,23.13,23.61,24.2,24.68,25.24,25.73,26.2,26.64,27.03,27.49,27.86,28.41,28.85,29.26,29.69,30.13,30.59,31.08,31.57,31.91,32.43,32.88,33.44,33.86,34.51,35.05,35.49,35.95,36.49,37.0,37.41,37.85,38.26,38.62,38.98,39.39,39.7,40.01,40.34,40.64,40.93,41.19,41.46,41.75,42.09,42.45,42.93,43.38,43.81,44.36,44.89,45.69,46.55,48.45,0.35,0.64,0.71,0.85,1.09,1.2,1.83,2.36,3.22,4.04,4.98,5.52,5.3,5.36,5.7,5.86,5.75,4.96,4.92,4.58,4.45,4.11,3.85,3.52,3.32,3.03,2.93,2.83,2.64,2.63,2.39,2.5,2.32,2.29,2.21,2.15,2.18,2.07,1.95,1.85,1.92,1.97,2.03,1.97,1.93,1.9,1.87,1.83,1.87,1.85,1.87,1.78,1.76,1.74,1.67,1.59,1.6,1.66,1.6,1.56,1.46,1.44,1.46,1.42,1.35,1.36,1.33,1.34,1.28,1.21,1.14,1.05,1.01,0.98,1.0,1.0,1.02,1.04,1.05,1.08,1.13,1.04,1.03,1.02,0.93,0.87,0.84,0.74,0.69,0.72,0.77,0.85,0.9,0.89,0.88,0.97,0.91,0.85,0.92,0.8,1.02
