alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.0,0.0,-0.0,0.0,0.48,0.09
10.0,3.24,1.05,-3.24,1.05,0.57,0.07
20.0,5.61,2.14,-5.61,2.14,0.52,0.11
30.0,7.76,2.65,-7.76,2.65,0.51,0.06
40.0,9.17,3.25,-9.17,3.25,0.51,0.09
50.0,10.21,2.76,-10.21,2.76,0.55,0.09
60.0,11.09,3.11,-11.09,3.11,0.53,0.08
70.0,9.41,2.53,-9.41,2.53,0.52,0.08
80.0,5.88,1.74,-5.88,1.74,0.53,0.1
90.0,1.68,1.24,-1.22,1.7,0.54,0.08
100.0,6.4,1.5,6.4,1.5,0.52,0.06
