alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,1.94,0.34,-1.94,0.34,0.33,0.01
10.0,5.06,1.06,-5.06,1.06,0.32,0.01
20.0,6.03,1.55,-6.03,1.55,0.32,0.01
30.0,8.02,1.88,-8.02,1.88,0.33,0.01
40.0,9.49,2.33,-9.49,2.33,0.32,0.01
50.0,9.8,2.71,-9.8,2.71,0.32,0.01
60.0,11.21,3.52,-11.21,3.52,0.35,0.04
70.0,13.07,4.04,-13.07,4.04,0.35,0.03
80.0,12.73,3.58,-12.73,3.58,0.34,0.04
90.0,8.67,1.67,-8.67,1.67,0.32,0.01
100.0,0.45,0.79,0.45,0.79,0.31,0.01
