negative,alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0,0.0,1.35,0.0,-1.35,0.0,4.82,0.3
0,10.0,5.72,1.08,5.72,1.08,4.84,0.36
0,20.0,7.07,1.17,7.07,1.17,4.72,0.22
0,30.0,8.46,1.52,8.46,1.52,4.6,0.24
0,40.0,10.16,2.55,10.16,2.55,4.85,0.29
0,50.0,11.55,2.71,11.55,2.71,4.96,0.37
0,60.0,10.76,3.78,10.76,3.78,5.08,0.3
0,70.0,9.1,3.67,9.1,3.67,4.96,0.25
0,80.0,10.32,4.3,10.32,4.3,5.08,0.31
0,90.0,6.38,5.71,6.38,5.71,5.02,0.29
0,100.0,67.75,28.06,67.75,28.06,3.98,0.46
1,0.0,1.35,0.0,-1.35,0.0,5.09,0.28
1,10.0,3.31,2.17,3.31,2.17,4.93,0.31
1,20.0,6.76,1.5,6.76,1.5,4.67,0.26
1,30.0,8.7,2.1,8.7,2.1,4.8,0.31
1,40.0,9.03,2.13,9.03,2.13,5.11,0.44
1,50.0,9.36,2.35,9.36,2.35,4.6,0.36
1,60.0,9.52,3.86,9.52,3.86,5.04,0.32
1,70.0,8.64,4.9,8.64,4.9,5.16,0.34
1,80.0,7.9,4.35,7.9,4.35,5.26,0.27
1,90.0,6.41,4.89,6.41,4.89,5.11,0.32
1,100.0,64.24,28.68,64.24,28.68,4.3,0.53
2,0.0,1.35,0.0,-1.35,0.0,4.86,0.27
2,10.0,3.46,1.07,3.46,1.07,4.68,0.34
2,20.0,7.83,1.71,7.83,1.71,4.49,0.2
2,30.0,9.22,2.54,9.22,2.54,4.59,0.31
2,40.0,10.47,3.01,10.47,3.01,4.6,0.33
2,50.0,10.99,3.0,10.99,3.0,4.62,0.26
2,60.0,11.0,4.14,11.0,4.14,4.69,0.19
2,70.0,11.58,4.35,11.58,4.35,4.99,0.31
2,80.0,10.36,5.13,10.36,5.13,5.1,0.23
2,90.0,6.96,4.9,6.96,4.9,4.62,0.47
2,100.0,64.88,28.62,64.88,28.62,3.95,0.54
3,0.0,1.35,0.0,-1.35,0.0,4.75,0.28
3,10.0,3.08,0.94,3.08,0.94,4.71,0.25
3,20.0,3.26,1.48,3.26,1.48,4.77,0.29
