negative,alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
L,0.0,4.04,0.48,-4.04,0.48,5.9,0.6
L,10.0,1.1,0.1,-0.05,1.1,5.46,0.47
L,20.0,1.11,0.68,0.51,1.19,5.25,0.75
L,30.0,1.33,1.15,0.68,1.62,5.4,0.67
L,40.0,1.54,1.15,0.89,1.71,5.99,0.68
L,50.0,2.49,2.24,2.12,2.59,5.94,0.55
L,60.0,3.86,2.4,3.73,2.6,5.67,0.62
L,70.0,7.59,4.17,7.59,4.17,5.58,0.51
L,80.0,13.54,4.54,13.54,4.54,5.61,0.63
L,90.0,46.98,17.72,46.98,17.72,5.36,0.81
L,100.0,86.31,16.57,86.31,16.57,4.05,0.66
D,0.0,3.94,0.0,-3.94,0.0,5.18,0.4
D,10.0,1.25,0.49,0.67,1.16,5.65,0.44
D,20.0,1.38,0.76,1.15,1.08,5.68,0.68
D,30.0,1.75,1.61,1.47,1.87,5.03,0.49
D,40.0,2.63,2.06,2.58,2.12,5.7,0.6
D,50.0,3.76,2.11,3.76,2.11,5.71,0.74
D,60.0,6.33,3.81,6.33,3.81,5.92,0.76
D,70.0,10.93,4.44,10.91,4.49,5.52,0.52
D,80.0,17.84,4.98,17.84,4.98,5.81,0.67
D,90.0,62.37,16.61,62.37,16.61,5.01,0.74
D,100.0,86.82,16.18,86.82,16.18,4.42,0.97
H,0.0,6.4,0.0,-6.4,0.0,5.7,0.69
H,10.0,1.09,0.1,-0.04,1.09,5.56,0.62
H,20.0,0.97,0.47,-0.12,1.07,5.76,0.6
H,30.0,1.57,0.95,0.44,1.78,5.97,0.66
H,40.0,2.41,1.73,1.45,2.59,6.08,0.8
H,50.0,3.66,2.43,3.51,2.65,5.32,0.42
H,60.0,6.43,2.18,6.43,2.18,5.67,0.64
H,70.0,14.29,9.39,14.29,9.39,5.98,0.81
H,80.0,35.55,13.03,35.55,13.03,5.51,0.6
H,90.0,63.45,15.07,63.45,15.07,5.11,0.83
H,100.0,92.18,13.01,92.18,13.01,4.3,0.78
Y,0.0,6.4,0.0,-6.4,0.0,5.56,0.54
Y,10.0,1.14,0.42,-0.85,0.87,5.15,0.63
Y,20.0,1.29,0.79,-0.3,1.48,5.46,0.58
Y,30.0,1.2,0.96,0.14,1.53,5.5,0.54
Y,40.0,2.49,1.96,2.08,2.39,5.78,0.57
Y,50.0,3.83,2.18,3.83,2.18,5.72,0.69
Y,60.0,6.33,2.66,6.33,2.66,5.76,0.54
Y,70.0,13.21,8.88,13.21,8.88,5.76,0.59
Y,80.0,32.96,14.52,32.96,14.52,5.52,0.75
Y,90.0,66.46,17.7,66.46,17.7,4.75,0.72
Y,100.0,85.8,15.84,85.8,15.84,4.25,0.79
U,0.0,6.4,0.0,-6.4,0.0,5.8,0.46
U,10.0,1.22,0.58,-0.84,1.06,5.71,0.6
U,20.0,1.18,0.75,-0.6,1.26,5.48,0.62
U,30.0,1.52,0.94,-0.12,1.78,5.57,0.61
U,40.0,1.57,1.33,0.67,1.95,5.32,0.5
U,50.0,3.3,2.12,3.24,2.2,5.55,0.65
U,60.0,6.02,3.45,6.02,3.45,5.4,0.68
U,70.0,13.77,8.64,13.77,8.64,5.3,0.59
U,80.0,21.71,12.36,21.71,12.36,5.61,0.63
U,90.0,61.86,15.56,61.86,15.56,5.08,0.8
U,100.0,95.22,9.41,95.22,9.41,4.23,0.61
C,0.0,5.71,1.1,-5.71,1.1,5.72,0.7
C,10.0,1.07,0.08,-0.5,0.96,5.7,0.79
C,20.0,1.1,0.58,-0.33,1.2,5.53,0.66
C,30.0,1.61,1.14,0.36,1.94,5.46,0.61
C,40.0,1.74,1.37,1.0,1.98,5.82,0.71
C,50.0,2.38,1.58,2.32,1.66,6.11,0.75
C,60.0,5.06,2.37,5.06,2.37,5.61,0.56
C,70.0,9.31,3.68,9.31,3.68,5.62,0.58
C,80.0,13.87,3.23,13.87,3.23,5.94,0.87
C,90.0,67.54,20.55,67.54,20.55,4.75,0.97
C,100.0,82.86,18.19,82.86,18.19,4.5,0.9
T,0.0,5.22,1.23,-5.22,1.23,5.68,0.52
T,10.0,1.1,0.1,-0.05,1.1,5.49,0.68
T,20.0,1.07,0.6,0.11,1.22,5.1,0.67
T,30.0,1.2,0.88,0.73,1.3,5.31,0.55
T,40.0,1.74,1.44,1.35,1.82,4.98,0.57
T,50.0,3.36,2.53,3.36,2.53,5.36,0.56
T,60.0,4.83,2.66,4.83,2.66,5.61,0.48
T,70.0,9.52,4.87,9.52,4.87,5.55,0.93
T,80.0,22.26,11.7,22.26,11.7,5.44,0.7
T,90.0,63.58,19.0,63.58,19.0,4.57,0.79
T,100.0,86.8,14.87,86.8,14.87,4.29,0.79
E,0.0,3.94,0.0,-3.94,0.0,5.67,0.42
E,10.0,1.14,0.08,0.38,1.08,5.43,0.58
E,20.0,1.19,0.76,0.59,1.28,4.96,0.43
E,30.0,1.66,1.3,1.29,1.67,5.16,0.41
E,40.0,1.95,1.34,1.65,1.7,5.82,0.67
E,50.0,3.16,2.02,3.06,2.17,5.57,0.63
E,60.0,4.71,2.93,4.71,2.93,5.85,0.84
E,70.0,7.7,3.35,7.7,3.35,5.76,0.63
E,80.0,13.89,5.12,13.89,5.12,5.77,0.78
E,90.0,60.78,17.45,60.78,17.45,4.96,0.78
E,100.0,84.72,15.86,84.72,15.86,4.24,0.77
X,0.0,3.94,0.0,-3.94,0.0,5.1,0.65
X,10.0,1.14,0.09,0.58,0.99,4.2,0.44
X,20.0,1.36,0.88,0.88,1.36,4.42,0.46
X,30.0,1.68,1.39,1.39,1.68,4.95,0.74
X,40.0,2.2,1.82,1.81,2.21,5.46,0.56
X,50.0,3.5,2.08,3.39,2.26,5.49,0.55
X,60.0,6.2,3.23,6.11,3.41,5.73,0.5
X,70.0,9.19,3.5,9.19,3.5,5.75,0.66
X,80.0,16.78,5.08,16.78,5.08,5.54,0.45
X,90.0,69.45,18.2,69.45,18.2,4.86,0.69
X,100.0,87.22,15.53,87.22,15.53,4.2,0.75
K,0.0,4.04,0.48,-4.04,0.48,5.97,0.74
K,10.0,1.09,0.1,-0.3,1.05,5.7,0.78
K,20.0,1.05,0.66,0.03,1.24,6.08,0.83
K,30.0,1.48,1.14,0.52,1.8,5.95,0.58
K,40.0,2.55,1.88,2.23,2.25,5.97,0.7
K,50.0,3.64,2.47,3.64,2.47,6.39,0.52
K,60.0,6.81,3.25,6.81,3.25,6.13,0.86
K,70.0,12.38,7.69,12.38,7.69,6.03,0.58
K,80.0,29.78,14.54,29.78,14.54,6.02,0.78
K,90.0,64.24,16.62,64.24,16.62,5.0,0.84
K,100.0,81.5,15.47,81.5,15.47,4.88,0.81
J,0.0,4.14,0.67,-4.14,0.67,5.51,0.68
J,10.0,1.13,0.07,0.37,1.07,5.7,0.65
J,20.0,0.97,0.45,0.3,1.03,5.58,0.6
J,30.0,1.32,1.01,0.85,1.43,5.75,0.5
J,40.0,1.77,1.22,1.55,1.49,5.54,0.57
J,50.0,3.11,2.34,3.05,2.42,5.66,0.63
J,60.0,4.55,2.26,4.4,2.54,5.89,0.57
J,70.0,7.46,3.02,7.46,3.02,5.28,0.63
J,80.0,14.9,4.79,14.9,4.79,5.2,0.58
