alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.77,1.13,-0.77,1.13,0.48,0.08
10.0,7.97,3.01,-7.97,3.01,0.49,0.08
20.0,12.02,4.69,-12.02,4.69,0.5,0.08
30.0,14.62,6.71,-14.62,6.71,0.47,0.1
40.0,16.25,3.81,-16.25,3.81,0.5,0.08
50.0,17.3,4.67,-17.3,4.67,0.49,0.07
60.0,14.74,3.04,-14.74,3.04,0.51,0.07
70.0,10.9,2.44,-10.9,2.44,0.52,0.1
80.0,6.62,2.22,-6.58,2.33,0.51,0.07
90.0,1.55,1.2,-0.66,1.85,0.48,0.08
100.0,7.44,1.84,7.44,1.84,0.51,0.09
