alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,1.35,0.0,-1.35,0.0,43.99,3.06
10.0,1.05,0.11,-0.37,0.99,31.55,3.3
20.0,1.29,0.87,-0.77,1.35,32.87,3.05
30.0,1.91,1.13,-1.12,1.92,33.0,3.87
40.0,1.9,1.25,-0.73,2.15,37.02,4.3
50.0,2.08,1.57,-0.95,2.43,38.27,3.17
60.0,1.98,2.06,-0.37,2.84,41.8,3.81
70.0,2.38,1.39,-0.33,2.74,39.67,3.9
80.0,3.23,2.05,0.14,3.82,38.55,4.37
90.0,5.26,5.82,5.26,5.82,51.34,4.55
100.0,37.47,26.71,37.47,26.71,42.76,5.9
