alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,7.39,0.67,-7.39,0.67,0.23,0.02
10.0,9.73,1.29,-9.73,1.29,0.32,0.02
20.0,15.05,4.94,-15.05,4.94,0.38,0.02
30.0,51.52,14.07,-51.52,14.07,0.44,0.02
40.0,44.52,7.09,-44.52,7.09,0.61,0.04
50.0,36.29,5.95,-36.29,5.95,0.62,0.03
60.0,28.68,6.8,-28.68,6.8,0.75,0.05
70.0,23.32,5.14,-23.32,5.14,0.78,0.06
80.0,15.55,3.0,-15.55,3.0,0.8,0.04
90.0,8.37,2.29,-8.37,2.29,0.87,0.05
100.0,1.36,2.25,1.36,2.25,0.95,0.03
