alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,4.65,0.54,-4.65,0.54,0.45,0.03
10.0,7.82,1.03,-7.82,1.03,0.49,0.03
20.0,12.53,4.03,-12.53,4.03,0.57,0.02
30.0,31.84,11.87,-31.84,11.87,0.58,0.02
40.0,24.87,7.17,-24.87,7.17,0.62,0.02
50.0,22.75,5.8,-22.75,5.8,0.64,0.02
60.0,18.72,5.34,-18.72,5.34,0.65,0.02
70.0,18.5,6.3,-18.5,6.3,0.64,0.03
80.0,13.1,5.64,-13.1,5.64,0.71,0.04
90.0,7.28,2.68,-7.27,2.72,0.7,0.04
100.0,1.41,2.61,1.41,2.61,0.68,0.06
