alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,15.31,3.85,-15.31,3.85,0.08,0.01
10.0,13.86,4.05,-13.86,4.05,0.08,0.01
20.0,12.19,4.07,-12.19,4.07,0.08,0.01
30.0,10.94,3.73,-10.94,3.73,0.08,0.01
40.0,10.08,3.7,-10.07,3.75,0.08,0.01
50.0,8.44,3.96,-8.42,4.0,0.08,0.01
60.0,6.83,3.41,-6.78,3.51,0.08,0.01
70.0,6.47,3.51,-6.23,3.92,0.08,0.01
80.0,5.1,3.44,-4.5,4.2,0.08,0.01
90.0,4.38,3.02,-3.44,4.06,0.08,0.01
100.0,1.7,2.46,1.7,2.46,0.08,0.01
