alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,18.66,3.95,-18.66,3.95,0.16,0.03
10.0,13.59,3.51,-13.59,3.51,0.17,0.02
20.0,7.83,4.33,-7.83,4.33,0.17,0.07
30.0,3.86,2.73,-2.89,3.74,0.16,0.02
40.0,3.39,2.1,1.72,3.6,0.16,0.01
50.0,7.64,3.35,7.56,3.54,0.16,0.01
60.0,11.78,3.6,11.78,3.6,0.16,0.01
70.0,17.48,3.91,17.48,3.91,0.17,0.01
80.0,22.08,4.07,22.08,4.07,0.17,0.01
90.0,27.97,4.5,27.97,4.5,0.18,0.01
100.0,32.79,3.66,32.79,3.66,0.17,0.01
