alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,8.85,1.3,-8.85,1.3,0.25,0.02
10.0,10.22,1.49,-10.22,1.49,0.33,0.02
20.0,15.18,8.91,-15.18,8.91,0.39,0.02
30.0,26.45,6.25,-26.45,6.25,0.52,0.04
40.0,19.2,3.33,-19.2,3.33,0.66,0.03
50.0,16.53,4.22,-16.53,4.22,0.75,0.03
60.0,12.99,4.0,-12.99,4.0,0.79,0.03
70.0,10.22,3.36,-10.22,3.36,0.8,0.02
80.0,7.69,3.41,-7.69,3.41,0.8,0.02
90.0,5.91,3.2,-5.71,3.54,0.81,0.04
100.0,1.61,2.44,1.61,2.44,0.8,0.02
