alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,7.7,1.28,-7.7,1.28,19.64,0.41
10.0,6.77,1.37,-6.77,1.37,19.21,0.39
20.0,6.13,1.95,-6.13,1.95,18.78,0.42
30.0,5.97,2.24,-5.97,2.24,18.6,0.45
40.0,6.58,3.25,-6.48,3.45,18.52,0.53
50.0,6.37,4.01,-6.24,4.22,18.53,0.7
60.0,6.99,4.41,-6.57,5.02,18.55,0.69
70.0,8.8,4.95,-8.38,5.63,18.51,0.83
80.0,10.49,6.17,-9.29,7.86,19.11,0.87
90.0,16.82,6.71,-16.71,6.99,21.05,0.9
100.0,6.42,5.65,6.42,5.65,17.96,0.83
