alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,7.54,1.29,-7.54,1.29,0.18,0.01
10.0,6.36,1.73,-6.36,1.73,0.2,0.01
20.0,9.54,4.93,-9.54,4.94,0.21,0.01
30.0,16.2,7.2,-16.2,7.2,0.24,0.01
40.0,18.87,8.82,-18.86,8.84,0.26,0.01
50.0,17.82,9.41,-17.82,9.41,0.3,0.01
60.0,16.38,8.69,-16.28,8.86,0.32,0.02
70.0,15.46,7.97,-15.32,8.23,0.35,0.04
80.0,11.86,6.62,-11.66,6.97,0.35,0.02
90.0,11.96,4.65,-11.67,5.34,0.37,0.02
100.0,2.91,4.67,2.91,4.67,0.39,0.02
