alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.05,0.07,-0.05,0.07,0.12,0.02
10.0,0.78,0.55,-0.28,0.92,0.14,0.04
20.0,1.23,0.84,0.07,1.49,0.13,0.02
30.0,1.71,1.34,-0.53,2.1,0.13,0.03
40.0,2.03,1.48,-0.28,2.5,0.14,0.02
50.0,1.99,1.48,-0.39,2.44,0.13,0.02
60.0,3.12,2.03,-0.72,3.65,0.14,0.03
70.0,2.57,2.3,-1.23,3.22,0.14,0.03
80.0,2.96,2.25,-1.13,3.54,0.13,0.04
90.0,4.35,3.38,-0.64,5.47,0.14,0.04
100.0,1.58,2.26,1.58,2.26,0.13,0.03
