alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.3,1.62,-0.3,1.62,0.14,0.03
10.0,1.09,1.33,-0.59,1.61,0.16,0.02
20.0,1.89,2.54,-0.71,3.08,0.15,0.01
30.0,2.45,2.36,-1.31,3.14,0.15,0.01
40.0,3.1,3.96,-1.51,4.8,0.15,0.01
50.0,3.91,4.59,-1.9,5.72,0.15,0.02
60.0,4.19,4.4,-1.7,5.83,0.15,0.01
70.0,5.87,7.39,-1.78,9.27,0.14,0.01
80.0,6.45,9.84,-2.39,11.52,0.14,0.01
90.0,5.56,5.95,-3.46,7.37,0.14,0.02
100.0,0.68,1.7,0.68,1.7,0.14,0.01
