alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,1.31,1.26,-1.31,1.26,0.13,0.04
10.0,1.43,1.23,-1.21,1.45,0.11,0.02
20.0,1.74,1.5,-1.59,1.66,0.13,0.02
30.0,2.17,1.88,-1.52,2.44,0.13,0.02
40.0,3.36,2.56,-1.86,3.79,0.14,0.04
50.0,3.04,2.3,-1.65,3.44,0.13,0.03
60.0,2.35,1.64,-1.19,2.6,0.13,0.04
70.0,4.65,2.57,-1.31,5.15,0.13,0.04
80.0,4.2,3.08,-1.09,5.09,0.13,0.03
90.0,3.41,2.8,-0.74,4.35,0.13,0.03
100.0,1.4,2.18,1.4,2.18,0.14,0.04
