alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,8.68,0.0,-8.68,0.0,0.41,0.0
10.0,7.93,0.0,-7.93,0.0,0.42,0.0
20.0,15.84,0.0,-15.84,0.0,0.41,0.0
30.0,12.01,0.0,-12.01,0.0,0.41,0.0
40.0,22.22,0.0,-22.22,0.0,0.43,0.0
50.0,30.95,0.0,-30.95,0.0,0.41,0.0
60.0,14.26,0.0,-14.26,0.0,0.42,0.0
70.0,12.64,0.0,-12.64,0.0,0.4,0.0
80.0,13.63,0.0,-13.63,0.0,0.4,0.0
90.0,9.77,0.0,-9.77,0.0,0.38,0.0
100.0,0.26,0.0,0.26,0.0,0.39,0.0
