alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,1.64,0.0,-1.64,0.0,3.99,0.0
10.0,2.83,0.0,-2.83,0.0,3.94,0.0
20.0,3.3,0.0,-3.3,0.0,3.95,0.0
30.0,3.36,0.0,-3.36,0.0,4.04,0.0
40.0,6.81,0.0,-6.81,0.0,4.12,0.0
50.0,3.54,0.0,-3.54,0.0,4.23,0.0
60.0,8.32,0.0,-8.32,0.0,4.06,0.0
70.0,10.33,0.0,-10.33,0.0,4.23,0.0
80.0,13.84,0.0,-13.84,0.0,4.24,0.0
90.0,2.08,0.0,-2.08,0.0,4.12,0.0
100.0,2.49,0.0,2.49,0.0,4.31,0.0
