alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,5.25,0.0,-5.25,0.0,0.72,0.0
10.0,6.82,0.0,-6.82,0.0,0.73,0.0
20.0,10.82,0.0,-10.82,0.0,0.73,0.0
30.0,15.76,0.0,-15.76,0.0,0.73,0.0
40.0,14.71,0.0,-14.71,0.0,0.71,0.0
50.0,17.66,0.0,-17.66,0.0,0.73,0.0
60.0,23.33,0.0,-23.33,0.0,0.73,0.0
70.0,19.99,0.0,-19.99,0.0,0.7,0.0
80.0,17.62,0.0,-17.62,0.0,0.72,0.0
90.0,10.04,0.0,-10.04,0.0,0.71,0.0
100.0,0.0,0.0,0.0,0.0,0.68,0.0
