alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.0,0.0,0.0,0.0,0.13,0.0
10.0,0.28,0.0,0.28,0.0,0.13,0.0
20.0,0.18,0.0,0.18,0.0,0.14,0.0
30.0,0.5,0.0,0.5,0.0,0.13,0.0
40.0,2.82,0.0,-2.82,0.0,0.14,0.0
50.0,2.79,0.0,-2.79,0.0,0.14,0.0
60.0,5.16,0.0,-5.16,0.0,0.13,0.0
70.0,1.57,0.0,-1.57,0.0,0.14,0.0
80.0,7.22,0.0,-7.22,0.0,0.13,0.0
90.0,1.07,0.0,-1.07,0.0,0.13,0.0
100.0,0.0,0.0,0.0,0.0,0.13,0.0
