alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.0,0.0,0.0,0.0,0.08,0.0
10.0,2.05,0.0,-2.05,0.0,0.09,0.0
20.0,2.33,0.0,-2.33,0.0,0.08,0.0
30.0,3.01,0.0,-3.01,0.0,0.08,0.0
40.0,1.37,0.0,1.37,0.0,0.09,0.0
50.0,1.28,0.0,1.28,0.0,0.08,0.0
60.0,4.73,0.0,-4.73,0.0,0.09,0.0
70.0,0.61,0.0,-0.61,0.0,0.09,0.0
80.0,4.21,0.0,-4.21,0.0,0.08,0.0
90.0,10.02,0.0,-10.02,0.0,0.09,0.0
100.0,0.0,0.0,0.0,0.0,0.09,0.0
