alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.0,0.0,-0.0,0.0,0.68,0.06
10.0,0.42,0.25,-0.16,0.46,0.68,0.05
20.0,0.78,0.55,-0.31,0.9,0.7,0.03
30.0,0.64,0.58,-0.26,0.82,0.7,0.04
40.0,0.95,0.81,-0.26,1.22,0.67,0.05
50.0,1.21,0.85,0.39,1.42,0.61,0.03
60.0,1.19,1.25,0.96,1.44,0.63,0.04
70.0,1.63,1.28,1.36,1.57,0.7,0.03
80.0,3.75,2.1,3.75,2.1,0.7,0.03
90.0,6.18,2.76,6.18,2.76,0.7,0.04
100.0,11.67,2.22,11.67,2.22,0.66,0.06
