alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.31,0.59,-0.31,0.59,24.28,0.85
10.0,1.04,0.68,-0.64,1.06,26.36,0.96
20.0,2.78,3.77,-0.67,4.63,26.0,0.65
30.0,3.08,2.93,-1.19,4.08,26.19,0.75
40.0,5.18,8.05,1.34,9.48,25.92,0.65
50.0,4.43,6.56,-1.28,7.82,25.49,0.63
60.0,6.77,7.98,1.98,10.28,25.92,0.63
70.0,5.6,5.99,-1.04,8.13,26.14,0.87
80.0,5.71,3.98,-4.87,4.97,26.18,0.81
90.0,8.27,17.02,0.67,18.91,25.99,0.87
100.0,4.72,9.62,4.72,9.62,24.67,0.95
