alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,10.25,1.22,-10.25,1.22,0.21,0.01
10.0,9.03,1.61,-9.03,1.61,0.22,0.01
20.0,9.19,1.95,-9.19,1.95,0.21,0.01
30.0,7.44,2.02,-7.44,2.02,0.23,0.02
40.0,5.85,2.55,-5.85,2.55,0.24,0.01
50.0,5.59,2.67,-5.59,2.67,0.24,0.01
60.0,5.42,2.34,-5.42,2.34,0.24,0.01
70.0,4.22,2.66,-3.91,3.1,0.24,0.01
80.0,3.29,2.11,-2.88,2.64,0.22,0.02
90.0,2.81,2.07,-2.32,2.6,0.21,0.01
100.0,1.31,1.8,1.31,1.8,0.23,0.01
