alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,6.57,1.93,-6.57,1.93,0.92,0.02
10.0,9.61,1.86,-9.61,1.86,0.93,0.03
20.0,9.99,3.16,-9.99,3.16,0.91,0.04
30.0,12.46,2.54,-12.46,2.54,0.91,0.03
40.0,11.46,4.32,-11.43,4.38,0.88,0.03
50.0,14.83,3.42,-14.83,3.42,0.88,0.03
60.0,14.35,5.04,-14.35,5.04,0.87,0.02
70.0,12.31,4.6,-12.31,4.6,0.96,0.14
80.0,11.4,4.48,-11.4,4.48,1.08,0.12
90.0,6.09,2.69,-4.99,4.41,0.95,0.03
100.0,3.41,3.24,3.41,3.24,0.95,0.05
