alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,4.9,0.79,-4.9,0.79,5.03,0.16
10.0,6.56,1.33,-6.56,1.33,4.93,0.11
20.0,8.22,1.71,-8.22,1.71,4.96,0.12
30.0,9.46,1.98,-9.46,1.98,5.01,0.12
40.0,10.41,3.67,-10.36,3.8,4.99,0.14
50.0,10.69,3.76,-10.69,3.76,5.11,0.19
60.0,8.83,4.05,-8.83,4.05,5.13,0.16
70.0,9.21,4.37,-9.21,4.37,5.2,0.14
80.0,8.78,4.06,-8.77,4.07,5.27,0.13
90.0,6.61,2.95,-6.54,3.11,5.3,0.21
100.0,1.21,1.86,1.21,1.86,5.41,0.18
