alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.14,0.18,-0.14,0.18,0.33,0.1
10.0,1.42,0.87,-0.08,1.66,0.34,0.11
20.0,2.29,1.87,-0.55,2.9,0.31,0.1
30.0,2.25,1.62,-0.56,2.71,0.27,0.09
40.0,4.6,2.9,-1.77,5.14,0.22,0.04
50.0,4.9,2.73,-0.78,5.56,0.2,0.04
60.0,3.75,2.68,-1.27,4.43,0.21,0.06
70.0,3.29,2.2,-0.8,3.88,0.23,0.06
80.0,5.15,3.98,-2.89,5.83,0.24,0.09
90.0,5.23,3.36,-1.81,5.95,0.23,0.05
100.0,1.94,3.19,1.94,3.19,0.22,0.04
