alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,12.47,1.41,-12.47,1.41,0.14,0.04
10.0,11.58,1.94,-11.58,1.94,0.13,0.03
20.0,10.14,2.2,-10.14,2.2,0.14,0.04
30.0,9.66,2.58,-9.66,2.58,0.14,0.03
40.0,9.63,2.17,-9.63,2.17,0.14,0.04
50.0,7.15,2.4,-7.15,2.4,0.14,0.03
60.0,5.64,3.48,-5.47,3.74,0.13,0.02
70.0,5.63,3.56,-5.31,4.02,0.13,0.02
80.0,4.76,3.11,-4.08,3.96,0.14,0.03
90.0,3.26,2.64,-2.46,3.4,0.15,0.04
100.0,0.84,1.81,0.84,1.81,0.13,0.02
