alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.04,0.21,-0.04,0.21,1.0,0.16
10.0,2.62,1.08,-2.62,1.08,1.0,0.14
20.0,3.15,1.5,-3.14,1.53,0.88,0.21
30.0,4.35,1.66,-4.35,1.66,0.9,0.16
40.0,5.12,1.92,-4.89,2.44,0.83,0.15
50.0,5.48,2.08,-5.32,2.46,0.93,0.16
60.0,4.42,1.99,-4.36,2.11,0.92,0.18
70.0,3.03,2.05,-2.66,2.52,0.9,0.18
80.0,2.89,1.92,1.36,3.19,0.94,0.2
90.0,3.68,2.26,3.67,2.29,0.87,0.15
100.0,12.1,2.96,12.1,2.96,0.86,0.21
