alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,9.69,1.68,-9.69,1.68,0.49,0.11
10.0,11.48,1.79,-11.48,1.79,0.51,0.08
20.0,10.92,2.15,-10.92,2.15,0.49,0.09
30.0,10.53,2.15,-10.53,2.15,0.45,0.11
40.0,9.18,1.43,-9.18,1.43,0.43,0.1
50.0,8.95,1.97,-8.95,1.97,0.42,0.08
60.0,7.81,1.62,-7.81,1.62,0.43,0.08
70.0,6.36,1.86,-6.36,1.86,0.42,0.08
80.0,2.64,1.82,-2.48,2.03,0.43,0.08
90.0,2.33,1.32,2.1,1.67,0.37,0.03
100.0,8.24,1.81,8.24,1.81,0.38,0.05
