alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,30.28,5.41,-30.28,5.41,0.56,0.1
10.0,29.05,3.58,-29.05,3.58,0.54,0.12
20.0,29.35,3.88,-29.35,3.88,0.48,0.13
30.0,27.95,4.14,-27.95,4.14,0.62,0.13
40.0,23.46,4.16,-23.46,4.16,0.52,0.12
50.0,19.22,3.18,-19.22,3.18,0.52,0.15
60.0,14.15,3.82,-14.15,3.82,0.57,0.15
70.0,8.7,2.51,-8.7,2.51,0.57,0.16
80.0,3.84,2.27,-3.33,2.98,0.53,0.1
90.0,3.69,2.37,3.69,2.37,0.58,0.13
100.0,11.47,2.54,11.47,2.54,0.51,0.1
