alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,17.8,2.6,-17.8,2.6,0.42,0.09
10.0,19.35,1.93,-19.35,1.93,0.41,0.06
20.0,18.97,2.12,-18.97,2.12,0.43,0.08
30.0,18.27,2.13,-18.27,2.13,0.44,0.08
40.0,17.74,2.14,-17.74,2.14,0.43,0.1
50.0,16.51,1.93,-16.51,1.93,0.38,0.04
60.0,14.01,1.81,-14.01,1.81,0.37,0.05
70.0,10.78,1.78,-10.78,1.78,0.37,0.04
80.0,6.58,1.37,-6.58,1.37,0.4,0.06
90.0,1.91,1.36,-1.27,1.97,0.35,0.04
100.0,6.71,1.35,6.71,1.35,0.34,0.04
