alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,9.37,0.97,-9.37,0.97,8.55,0.85
10.0,9.09,1.55,-9.09,1.55,8.71,0.78
20.0,9.58,1.94,-9.58,1.94,8.25,0.72
30.0,9.84,2.26,-9.84,2.26,8.8,0.92
40.0,10.72,3.15,-10.72,3.15,8.7,0.74
50.0,9.21,4.74,-9.21,4.74,8.79,0.64
60.0,10.56,4.62,-10.56,4.62,9.47,0.85
70.0,9.94,4.53,-9.94,4.53,9.07,0.65
80.0,10.27,5.06,-9.99,5.59,9.97,0.99
90.0,7.61,2.51,-7.61,2.51,9.16,0.28
100.0,1.13,2.3,1.13,2.3,10.06,0.92
