alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,6.63,0.88,-6.63,0.88,0.33,0.06
10.0,6.27,1.53,-6.27,1.53,0.34,0.05
20.0,4.87,1.26,-4.87,1.26,0.3,0.05
30.0,5.73,2.03,-5.73,2.03,0.34,0.06
40.0,3.67,2.05,-3.56,2.25,0.31,0.06
50.0,5.47,2.53,-5.47,2.53,0.36,0.06
60.0,4.29,3.19,-3.86,3.7,0.33,0.06
70.0,3.41,2.12,-2.22,3.35,0.34,0.08
80.0,4.29,3.19,-3.03,4.4,0.36,0.09
90.0,4.45,3.09,-2.95,4.54,0.34,0.06
100.0,1.38,2.18,1.38,2.18,0.35,0.09
