alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,1.91,0.43,-1.91,0.43,0.47,0.03
10.0,4.56,0.98,-4.56,0.98,0.48,0.02
20.0,7.1,2.02,-7.1,2.02,0.48,0.02
30.0,9.19,2.31,-9.19,2.31,0.48,0.02
40.0,10.82,1.91,-10.82,1.91,0.48,0.02
50.0,11.76,2.25,-11.76,2.25,0.49,0.02
60.0,13.57,2.17,-13.57,2.17,0.48,0.02
70.0,11.81,4.31,-11.75,4.46,0.49,0.02
80.0,13.8,3.62,-13.8,3.62,0.48,0.03
90.0,9.35,1.07,-9.35,1.07,0.47,0.02
100.0,0.3,0.64,0.3,0.64,0.47,0.01
