alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,10.69,1.74,-10.69,1.74,0.12,0.0
10.0,9.9,1.83,-9.9,1.83,0.12,0.0
20.0,8.79,1.72,-8.79,1.72,0.12,0.0
30.0,7.49,2.18,-7.49,2.18,0.12,0.0
40.0,6.18,2.47,-6.18,2.47,0.12,0.0
50.0,6.0,3.26,-5.92,3.4,0.12,0.0
60.0,5.65,3.14,-5.23,3.79,0.12,0.0
70.0,4.24,2.67,-3.97,3.06,0.12,0.0
80.0,3.6,2.75,-1.89,4.12,0.12,0.0
90.0,4.35,2.91,-2.82,4.41,0.12,0.0
100.0,0.98,2.18,0.98,2.18,0.11,0.0
