alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,19.36,1.52,-19.36,1.52,0.2,0.02
10.0,18.95,1.8,-18.95,1.8,0.19,0.01
20.0,17.23,1.64,-17.23,1.64,0.19,0.01
30.0,15.84,1.47,-15.84,1.47,0.19,0.01
40.0,14.76,1.89,-14.76,1.89,0.2,0.02
50.0,12.44,1.89,-12.44,1.89,0.22,0.03
60.0,10.72,2.05,-10.72,2.05,0.19,0.01
70.0,8.26,2.25,-8.26,2.25,0.19,0.01
80.0,5.02,1.71,-5.02,1.71,0.19,0.01
90.0,1.22,0.9,-0.56,1.41,0.19,0.01
100.0,6.54,1.55,6.54,1.55,0.19,0.01
