alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.01,0.03,-0.01,0.03,0.26,0.06
10.0,0.85,0.59,-0.16,1.02,0.26,0.05
20.0,1.63,1.17,-0.39,1.97,0.32,0.05
30.0,1.95,1.05,-0.52,2.15,0.28,0.05
40.0,2.75,1.84,-0.68,3.24,0.26,0.07
50.0,2.93,1.69,-1.14,3.19,0.23,0.05
60.0,3.59,2.93,-0.62,4.59,0.26,0.04
70.0,4.22,3.34,-0.96,5.3,0.26,0.07
80.0,4.46,3.6,-1.33,5.58,0.25,0.07
90.0,4.73,3.04,-0.44,5.6,0.28,0.08
100.0,1.2,2.55,1.2,2.55,0.3,0.08
