alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,13.32,0.96,-13.32,0.96,0.32,0.02
10.0,14.43,1.82,-14.43,1.82,0.33,0.02
20.0,14.6,2.02,-14.6,2.02,0.31,0.02
30.0,15.15,2.16,-15.15,2.16,0.33,0.02
40.0,14.49,1.65,-14.49,1.65,0.34,0.02
50.0,12.09,1.87,-12.09,1.87,0.32,0.02
60.0,10.05,2.47,-10.05,2.47,0.35,0.01
70.0,7.89,1.62,-7.89,1.62,0.35,0.01
80.0,4.16,1.54,-4.16,1.54,0.34,0.02
90.0,1.97,1.25,1.69,1.61,0.31,0.02
100.0,8.36,1.73,8.36,1.73,0.3,0.02
