alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,0.27,0.24,-0.27,0.24,0.17,0.01
10.0,0.92,0.63,-0.49,1.0,0.18,0.01
20.0,1.22,0.75,-0.54,1.32,0.19,0.01
30.0,1.86,1.4,-1.13,2.04,0.19,0.01
40.0,2.04,1.75,-0.83,2.56,0.18,0.01
50.0,2.56,1.73,-0.78,2.99,0.18,0.01
60.0,2.21,1.78,-0.15,2.84,0.19,0.01
70.0,2.23,1.77,-0.21,2.84,0.19,0.01
80.0,3.45,2.74,-0.57,4.37,0.17,0.01
90.0,2.93,2.01,-0.18,3.55,0.2,0.01
100.0,1.55,2.4,1.55,2.4,0.2,0.01
