alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,4.69,0.51,-4.69,0.51,4.52,0.06
10.0,6.46,0.85,-6.46,0.85,4.59,0.12
20.0,8.14,1.69,-8.14,1.69,4.7,0.18
30.0,8.67,2.52,-8.67,2.52,4.84,0.24
40.0,9.14,2.7,-9.14,2.7,4.71,0.1
50.0,8.54,3.07,-8.42,3.39,4.71,0.14
60.0,6.8,3.2,-6.8,3.2,4.69,0.06
70.0,5.1,2.87,-4.86,3.27,4.81,0.11
80.0,3.75,2.18,-2.91,3.21,4.95,0.08
90.0,3.75,2.45,-1.87,4.07,5.06,0.23
100.0,2.6,2.41,2.6,2.41,5.06,0.31
