alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,2.86,0.43,-2.86,0.43,16.79,1.14
10.0,3.76,0.82,-3.76,0.82,16.55,1.34
20.0,4.07,1.08,-4.07,1.08,15.99,1.35
30.0,3.96,1.85,-3.96,1.85,17.03,1.57
40.0,4.19,2.52,-4.01,2.79,17.5,1.44
50.0,4.51,2.84,-4.45,2.94,17.75,1.38
60.0,6.01,3.92,-5.94,4.02,16.79,1.72
70.0,5.65,3.37,-4.38,4.9,17.21,1.54
80.0,4.86,3.12,-4.22,3.95,17.31,1.53
90.0,5.19,3.11,-4.92,3.52,16.99,1.5
100.0,1.84,2.21,1.84,2.21,18.39,1.65
