alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,9.39,1.78,-9.39,1.78,0.12,0.03
10.0,8.1,1.69,-8.1,1.69,0.13,0.04
20.0,8.3,2.24,-8.3,2.24,0.13,0.03
30.0,7.16,2.91,-7.16,2.91,0.13,0.05
40.0,7.15,2.15,-7.15,2.15,0.12,0.05
50.0,5.35,2.4,-5.24,2.61,0.11,0.03
60.0,4.26,2.92,-3.38,3.91,0.12,0.04
70.0,4.45,2.36,-4.34,2.57,0.13,0.04
80.0,3.58,2.71,-2.5,3.73,0.13,0.04
90.0,2.79,1.65,-1.44,2.9,0.14,0.05
100.0,2.78,3.26,2.78,3.26,0.17,0.04
