alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,22.82,9.6,-22.82,9.6,0.24,0.01
10.0,24.09,8.3,-24.09,8.3,0.24,0.01
20.0,25.43,6.55,-25.43,6.55,0.24,0.01
30.0,26.84,6.52,-26.84,6.52,0.25,0.02
40.0,24.26,6.25,-24.26,6.25,0.27,0.01
50.0,21.27,5.3,-21.27,5.3,0.27,0.01
60.0,16.51,3.43,-16.51,3.43,0.27,0.01
70.0,11.24,3.07,-11.24,3.07,0.26,0.02
80.0,6.62,2.7,-6.62,2.7,0.24,0.01
90.0,1.75,1.64,1.07,2.15,0.26,0.02
100.0,9.51,1.43,9.51,1.43,0.27,0.01
