alpha,mean_abs_error,mean_abs_error_std,mean_error,mean_error_std,time,time_std
0.0,15.02,2.97,-15.02,2.97,0.33,0.08
10.0,13.96,3.32,-13.96,3.32,0.35,0.11
20.0,12.14,3.96,-12.14,3.96,0.37,0.12
30.0,11.35,4.15,-11.35,4.15,0.35,0.1
40.0,9.53,4.15,-9.53,4.15,0.35,0.09
50.0,7.92,5.53,-7.63,5.92,0.33,0.08
60.0,8.01,4.38,-7.39,5.36,0.32,0.1
70.0,5.41,4.17,-4.61,5.04,0.36,0.09
80.0,5.05,3.71,-3.92,4.89,0.35,0.09
90.0,4.96,3.02,-1.73,5.55,0.37,0.11
100.0,2.5,3.39,2.5,3.39,0.31,0.09
